requirement_id,outcome,release_slice,work_item,design_ref,code_ref,test_ref,harness_gate,evidence_ref,status,owner
"AD-009","降级优先保住办公闭环","Foundation 0","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-010","成熟度门禁","Foundation 0","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-011","命令入口不绕过应用服务","Foundation 0","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-012","先模块化单体，按证据拆分","Foundation 0","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-013","Agent Runtime 是产品编排层，不是真相层","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-014","Tool Registry 是唯一模型工具入口","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-015","Context Pack 版本化并作用域化","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-016","证据账本与模型结论分离","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-017","风险审批是独立策略服务","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-018","写后回读是完成态门禁","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-019","并行专家返回结构化结果","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-020","线程事件追加写入并可恢复","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-021","Agent 运行必须可评估","V1-C","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-022","订单履约是独立聚合，不复用派车任务","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-023","影响图是事件投影，不是图数据库真相","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-024","计划场景与生产计划隔离","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-025","沟通通过 Channel Adapter 统一发送","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-026","结算采用证据匹配层","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-027","Playbook 编排复用 Tool Registry","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-028","知识检索先权限过滤再向量检索","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-029","多 Agent 默认使用 Manager 模式","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-030","模型运行与业务持久化分离","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-031","指标语义层版本化","V1-A/V1.5/V2","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-032","角色工作空间配置由服务端生成","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-033","Driver Companion 使用独立 BFF 和命令面","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-034","离线命令使用设备账本和幂等对账","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-035","调度资源采用短租约和乐观并发","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-036","业务交接是独立聚合","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-037","角色 AI 策略与业务权限求交","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-038","平台能力与场景编排分层","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-039","混合资产采用世界模型与关系建模","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-040","车辆可用性是跨域派生投影","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-041","缺陷到维修使用显式工作链","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-042","油能与支出事实分源保存","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-043","车辆状态变化通过影响投影传播","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-044","车辆智能能力复用统一 Agent Runtime","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"AD-045","司机检查使用离线账本","V1-B","Architecture constraint applied to mapped Stories","_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","Architecture conformance evidence required","Design + Build Gate","g7-gap-decisions.md;traceability.csv","DESIGN_REVIEW_REQUIRED","Architecture owner"
"EP-001","可信地看见并接手今天的工作","Foundation 0 / V1-A","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-002","完成派车并持续跟进在途","V1-A","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-003","把安全事件变成可审计的处置闭环","V1-C","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-004","保持车辆合规且可用","V1-B","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-005","让 AI 成为受控的调度同事","V1-C","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-006","让订单从接入到签收可持续履约","V1-A","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-007","用场景规划运力并生成可控派车","V1-A","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-008","闭环客户协同、案件和结算差异","V1.5","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-009","把知识、自动化和 AI 运行纳入治理","V1.5","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-010","从经营指标走到可验证改善","V2","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-011","让六类角色在同一底座上完成各自工作","V1-B","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"EP-012","让车辆从可见变成可运营","V1-B","See _bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","See mapped US and TEST rows","Product + Acceptance","traceability.csv;delivery-plan.md","PLANNED_NOT_STARTED","Product owner"
"US-001","在正确租户和权限范围进入工作台","Foundation 0 / V1-A","US-001","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-001;TEST-002;TEST-003","Product + Design + Build","first-batch-stories.md;traceability.csv","READY_AFTER_PRODUCT_DESIGN_APPROVAL","Engineering + QA"
"US-002","同步并检索车队对象目录","Foundation 0 / V1-A","US-002","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-004;TEST-005;TEST-006","Product + Design + Build","first-batch-stories.md;traceability.csv","BLOCKED_G7_SANDBOX_OR_DEPENDENCY","Engineering + QA"
"US-003","查看带新鲜度的车辆事实","Foundation 0 / V1-A","US-003","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-007;TEST-008;TEST-009","Product + Design + Build","first-batch-stories.md;traceability.csv","BLOCKED_G7_SANDBOX_OR_DEPENDENCY","Engineering + QA"
"US-004","从今天的工作流接手一项变化","Foundation 0 / V1-A","US-004","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-010;TEST-011;TEST-012","Product + Design + Build","first-batch-stories.md;traceability.csv","BLOCKED_G7_SANDBOX_OR_DEPENDENCY","Engineering + QA"
"US-005","创建派车草稿并比较候选","V1-A","US-005","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-013;TEST-014","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-006","校验人车关系并确认派车","V1-A","US-006","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-015;TEST-016;TEST-017","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-007","在一条时间线跟进在途变化","V1-A","US-007","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-018;TEST-019;TEST-020","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-008","从 G7 同步失败中恢复","V1-A","US-008","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-021;TEST-022;TEST-023","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-009","可靠接入并去重 G7 安全事件","V1-C","US-009","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-024;TEST-025;TEST-026","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-010","按风险和时限处理收件箱","V1-C","US-010","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-027;TEST-028","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-011","记录干预并推进复核","V1-C","US-011","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-029;TEST-030;TEST-031","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-012","查看媒体并处理新证据","V1-C","US-012","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-032;TEST-033;TEST-034","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-013","在一车一档查看完整历史","V1-B","US-013","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-035;TEST-036","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-014","从到期规则创建并完成维护工作","V1-B","US-014","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-037;TEST-038;TEST-039","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-015","预检并导入/导出车队数据","V1-B","US-015","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-040;TEST-041;TEST-042","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-016","治理留存、删除、配额和运营审计","V1-B","US-016","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-043;TEST-044;TEST-045","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-017","创建并恢复一个有作用域的 Agent 工作线程","V1-C","US-017","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-046;TEST-047;TEST-048","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-018","先生成证据计划并建立证据账本","V1-C","US-018","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-049;TEST-050;TEST-051","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-019","注册和执行分层工具","V1-C","US-019","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-052;TEST-053;TEST-054","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
"US-020","观察计划、进度和失败恢复","V1-C","US-020","_bmad-output/implementation-artifacts/fleet-office-epics-and-stories.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-055;TEST-056","Build + Acceptance","first-batch-stories.md;traceability.csv","PLANNED_NOT_STARTED","Engineering + QA"
