requirement_id,business_capability,object_or_data,g7_app_or_api,endpoint_and_maturity,read_or_write,truth_owner,sandbox_evidence,reuse_mode,identified_gap,local_storage_needed,decision,approver
"FR-047","知识冲突与影响","automation and knowledge governance; contract: 当知识版本冲突、过期或影响现有 Playbook/Agent 时，系统必须创建治理工作并阻断高风险建议，保留旧版本可审计。","Playbook, run, knowledge, version and evaluation","G7 business facts compose through Tool Registry; no target-app Playbook/knowledge/governance scope found","READ_WRITE","PRODUCT","WORKBENCH_INVENTORY_ONLY: no Agent, tool-governance, approval, Playbook or knowledge-lifecycle scope was found; G7 facts remain available only through product tools. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-006;G7-GAP-004","REQUIRED candidate model; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-048","Agent/Skill 目录","automation and knowledge governance; contract: 系统必须展示 Agent、Skill、Prompt、工具和模型路由的负责人、版本、作用域、风险级别和启停状态。","Playbook, run, knowledge, version and evaluation","G7 business facts compose through Tool Registry; no target-app Playbook/knowledge/governance scope found","READ_WRITE","PRODUCT","WORKBENCH_INVENTORY_ONLY: no Agent, tool-governance, approval, Playbook or knowledge-lifecycle scope was found; G7 facts remain available only through product tools. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-006;G7-GAP-004","REQUIRED candidate model; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-049","评估集与质量门禁","automation and knowledge governance; contract: 管理员必须能维护黄金案例、数据源 schema、评分器、基准运行和版本对比，未达到证据覆盖、动作正确性或成本门槛的版本不可发布。","Playbook, run, knowledge, version and evaluation","G7 business facts compose through Tool Registry; no target-app Playbook/knowledge/governance scope found","READ_WRITE","PRODUCT","WORKBENCH_INVENTORY_ONLY: no Agent, tool-governance, approval, Playbook or knowledge-lifecycle scope was found; G7 facts remain available only through product tools. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-006;G7-GAP-004","REQUIRED candidate model; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-050","经营指标语义层","analytics and optimization; contract: 系统必须统一订单、履约、准时率、空驶、利用率、维护停机、事故、成本和毛利的定义、粒度、时间口径和权限。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-051","根因分析","analytics and optimization; contract: 用户必须能从 KPI 下钻至客户、线路、订单、车辆、司机、事件、维护和费用证据，并区分事实、相关性和推断。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-052","需求与容量预测","analytics and optimization; contract: 系统必须支持按客户、区域、线路和日期预测订单量与运力需求，显示预测区间、数据新鲜度和人工调整记录。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-053","线路与客户盈利","analytics and optimization; contract: 系统必须估算线路、客户和车辆维度的收入、直接成本、异常成本和服务成本，显示口径和不可分摊项。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-054","管理层日报","analytics and optimization; contract: 系统必须生成可审阅的日/周经营简报，包含目标偏差、重要变化、风险、证据和建议动作，可导出受权限保护的版本。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-055","优化建议闭环","analytics and optimization; contract: 系统必须将经营建议转为场景、任务或 Playbook，记录采纳、拒绝、实际结果和回溯指标。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-056","AI 使用与成本看板","analytics and optimization; contract: 系统必须按租户、组织、Agent、模型、工具和业务域展示调用量、延迟、成本、失败、人工接管和收益指标。","metric definitions, lineage, forecasts, profitability and AI cost","G7 facts are inputs; no target-app semantic/forecast/profitability/AI-cost scope found","READ","PRODUCT_DERIVED_FROM_G7_FACTS","WORKBENCH_INVENTORY_ONLY: telemetry and master facts are available, but no semantic metric, forecast, profitability or AI-cost scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","LOCAL_GAP_IMPLEMENTATION","G7-GAP-007","REQUIRED candidate projections; approval pending","APPROVED_LOCAL_DESIGN_TEST_REVIEW_ONLY; EXECUTION_BLOCKED_PENDING_SIGNED_SANDBOX_AND_NAMED_ACTIVATION_REVIEW","周贺龙: LOCAL_DESIGN_TEST_REVIEW_2026-08-25; ACTIVATION_REVIEWER_UNASSIGNED"
"FR-057","角色工作空间配置","role, shift, handoff and Driver Companion; contract: 系统必须按角色提供可版本化的默认首页、导航顺序、字段密度、通知策略、AI 模式和允许动作；一人多角色切换必须显式、可审计，且不得扩大原有数据范围。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-058","经营驾驶舱","role, shift, handoff and Driver Companion; contract: 物流老板必须能查看目标偏差、现金/毛利、客户集中度、资产利用、重大风险和改善任务结果；每个摘要必须带口径、时间、新鲜度并可下钻到有权限的证据。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-059","班次控制台","role, shift, handoff and Driver Companion; contract: 车队长必须能按班次查看出勤司机、资格/工时、车辆就绪、维护占用、任务需求、现场事项和遗留工作，处理缺口后发布班次并发起交接。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-060","履约工作箱","role, shift, handoff and Driver Companion; contract: 物流专员必须能在统一队列中按订单生命周期处理缺字段、客户确认、单证、回单、异常和结算阻塞；拆单/合单不得丢失原证据和未解决责任。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-061","调度排程板","role, shift, handoff and Driver Companion; contract: 调度员必须能以时间轴为主、地图为证据、候选比较为操作面完成排程；选择车辆/司机时创建有期限的资源锁，发布前重新校验版本；批量发布部分失败不得重复成功项。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-062","业务交接","role, shift, handoff and Driver Companion; contract: 系统必须提供 待接收/已接受/已退回/处理中/待复核/已完成/已超时 的交接状态，记录交出人、接收人、班次、作用域、遗留问题、SLA 和升级路径；代理关系必须有时间窗和原因。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-063","司机任务与站点","role, shift, handoff and Driver Companion; contract: Driver Companion 必须向司机展示当前/下一任务、站点顺序、时窗、联系人、必要货物与安全要求，并支持接单、到场、离场和任务完成。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-064","司机异常、消息与回单","role, shift, handoff and Driver Companion; contract: 司机必须能结构化上报延误、车辆、货物、安全和无法联系等异常，接收运营消息并提交照片/签名/备注等回单；所有记录关联任务、位置/时间和设备会话。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-065","司机离线命令","role, shift, handoff and Driver Companion; contract: Driver Companion 必须在弱网/断网时本地排队允许的任务命令和附件引用，使用设备 ID、本地命令 ID 与幂等键补传；冲突、重复和超期命令必须向司机与运营显示结果。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-066","驾驶安全模式","role, shift, handoff and Driver Companion; contract: 车辆处于运动状态时，Driver Companion 必须禁用文字输入、复杂表单和需要持续视觉关注的操作，只保留语音提示、外部导航、安全确认和紧急上报；无法可靠判断运动状态时采用可配置的保守策略。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-067","角色 AI 策略","role, shift, handoff and Driver Companion; contract: 系统必须按角色限制默认 Agent 模式、可读上下文、可调用工具、输出结构和审批能力；司机端只提供任务范围内的只读/结构化 Copilot，不显示 Agent 控制台或高风险工具。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-068","身份、替班与设备会话","role, shift, handoff and Driver Companion; contract: 系统必须支持自营/外协司机、临时替班、一人多角色和值班代理；设备会话只绑定当前有效身份和任务，换人/换车时轻量重新认证并保留前后责任边界。","workspace policy, shifts, locks, handoffs, driver commands/media/device sessions","assignment/asset/location REST SANDBOX-supported; media/broadcast REST unsupported with related messages available; no shift/device/offline scope","READ_WRITE","PRODUCT_WORKFLOW_G7_FACTS","WORKBENCH_INVENTORY_ONLY: asset, assignment and telemetry scopes are SANDBOX-supported; media/broadcast REST is unsupported, related message scopes exist, and no shift/device/offline-command scope was found. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","COMPOSED_REUSE","G7-GAP-008","PROPOSED minimal workflow/offline ledger; approval pending","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
"FR-069","混合资产目录","mixed asset operations; contract: 系统必须分别管理车辆、挂车、非动力资产、车载设备和传感器，支持组织、标签、外部 ID、当前关系、历史关系和使用状态；不得用单一“车辆类型”字段承载不同资产生命周期。","vehicles, trailers, non-powered assets, devices, relations and availability","asset/vehicle/trailer/gateway/assignment scopes ACTIVE and SANDBOX-supported; release maturity unverified","READ","G7","WORKBENCH_INVENTORY_ONLY: relevant master-data and assignment read/write scopes are active and their SANDBOX REST endpoints are supported. Target application ZHLDEMO is owner-confirmed. Its old credentials remain active for other systems and are prohibited for this project. Credentialless development may use only sanitized inventory, hashed public contracts and synthetic fixtures; signed request/response tests remain blocked pending a coordinated rotation and Harness Secret binding. Evidence: evidence/g7-public-api-catalog.json;evidence/g7-workbench-sandbox-inventory.json;evidence/g7-target-application-confirmation.json;evidence/g7-credential-dependency-decision.json.","DIRECT_REUSE","NONE_PROVISIONAL","No duplicate asset master; candidate derived availability/defect extension","BLOCKED_PENDING_CONTRACT_AND_APPROVAL","UNASSIGNED: Product + G7 integration + data owner"
